,0
2024-10-16,1.7626066754013079
2024-10-17,-0.7542551532032258
2024-10-18,0.944669525792133
2024-10-21,-0.03604810284887953
2024-10-22,0.19332008379710272
2024-10-23,-0.5112304783653918
2024-10-24,2.4988406246835195
2024-10-25,0.18728692434121613
2024-10-28,2.423192646367683
2024-10-29,-0.0775773234351583
2024-10-30,-0.8979253621657927
2024-10-31,-1.5072732527193293
2024-11-01,-0.5171059354421941
2024-11-04,0.2696194941934465
2024-11-05,1.4002878928235716
2024-11-06,0.3952968160209647
2024-11-07,1.3385425347705373
2024-11-08,1.3249007147034964
2024-11-11,0.43927022491639367
2024-11-12,-0.6497991972052656
2024-11-13,-0.7215049664307546
2024-11-14,-1.7299609449106665
2024-11-15,-0.8248015001449984
2024-11-18,1.0044670690546253
2024-11-19,2.2466762475274162
2024-11-20,0.2886380639696571
2024-11-21,1.8271752160915045
2024-11-22,2.1205391431820613
2024-11-25,0.15043501182739427
2024-11-26,-0.05582686328799337
2024-11-27,-0.13052208712216457
2024-11-29,1.9063686887408262
2024-12-02,-0.1608280181645007
2024-12-03,-0.2652902152387168
2024-12-04,0.49490321234749285
2024-12-05,0.3164130916790349
2024-12-06,1.1607043563016588
2024-12-09,-0.8180350751771105
2024-12-10,1.48490717914588
2024-12-11,-1.0001490334738061
2024-12-12,-0.4348261079616959
2024-12-13,1.172452114200468
2024-12-16,3.833784997356134
2024-12-17,1.5678373390767426
2024-12-18,-2.1211627333521688
2024-12-19,-3.266675825090487
2024-12-20,3.3329796253396915
2024-12-23,0.3779381943800222
2024-12-24,0.800856271597149
2024-12-26,8.012639848447826
2024-12-27,-0.4163694753805666
2024-12-30,0.4016780019437451
2024-12-31,-1.8133074350548408
2025-01-02,1.714068032896105
2025-01-03,4.8272474581900635
2025-01-06,2.5043737570327678
2025-01-07,-2.107768695769065
2025-01-08,-1.8189870916242732
2025-01-10,-1.3714513820961778
2025-01-13,-0.09128816005760436
2025-01-14,1.7781820397363242
2025-01-15,1.113784010233402
2025-01-16,0.21218789163441382
2025-01-17,-0.5592000141400586
2025-01-21,3.126232335401836
2025-01-22,-0.5873108884200687
2025-01-23,1.5082870582328087
2025-01-24,-0.6072254487337904
2025-01-27,-1.6437548621019333
2025-01-28,0.355066577177014
2025-01-29,-0.3992718193431752
2025-01-30,0.6490440885016603
2025-01-31,-0.8231624982529142
2025-02-03,1.7167455032671728
2025-02-04,1.0000465557262082
2025-02-05,1.7597863934090618
2025-02-06,-0.7280443196757592
2025-02-07,0.3805564125824534
2025-02-10,0.4755474053688459
2025-02-11,-0.7390675986762031
2025-02-12,2.209128233402071
2025-02-13,1.7269420379393696
2025-02-14,-0.1404930404423705
2025-02-18,0.6359629051997048
2025-02-19,0.30953788751196093
2025-02-20,0.00970870420084016
2025-02-21,-3.1404055539973057
2025-02-24,-1.7463044259549574
2025-02-25,-1.4969618687359347
2025-02-26,-0.4442997127968494
2025-02-27,-3.5465654556322868
2025-02-28,2.49821334233594
2025-03-03,-4.264487542452251
2025-03-04,1.1295693445085575
2025-03-05,1.698800030959792
2025-03-06,-0.9472091282470019
2025-03-07,1.6572065074011226
2025-03-10,-2.0726442863470638
2025-03-11,0.3426941709452583
2025-03-12,-0.3791047713245649
2025-03-13,-0.1855419947209479
2025-03-14,3.517801868246342
2025-03-17,1.383114250122868
2025-03-18,-0.4753563128156204
2025-03-19,1.0470933726261544
2025-03-20,-0.186621827611416
2025-03-21,0.8891287386729396
2025-03-24,1.3607016606061875
2025-03-25,-0.6287648551719306
2025-03-26,-1.864152793422096
2025-03-27,-0.4464897124645204
2025-03-28,-2.1064068934362314
2025-03-31,2.1231019258286326
2025-04-01,0.5825286275069894
2025-04-02,3.233281007916259
2025-04-03,-2.3314248074710666
2025-04-04,-2.729250892447121
2025-04-07,4.307865776082318
2025-04-08,-6.752309901550555
2025-04-09,12.186635445198315
2025-04-10,-2.207584572650762
2025-04-11,1.9688436241129164
2025-04-14,0.004448315225885244
2025-04-15,0.030597119235039945
2025-04-16,-0.2173144632770599
2025-04-17,0.9163775542911151
2025-04-21,-1.1274265077177805
2025-04-22,1.3803547171476067
2025-04-23,-0.9286063090600576
2025-04-24,2.2042544075773525
2025-04-25,0.8385429974058991
2025-04-28,0.6862013428976869
2025-04-29,0.2811892290635617
2025-04-30,1.4163940374451442
2025-05-01,-0.39523106111129575
2025-05-02,1.4481484127057178
2025-05-05,-0.1859851403323814
2025-05-06,1.1904063238141398
2025-05-07,0.36993135310622355
2025-05-08,1.5565719526804598
2025-05-09,0.14168545293255627
2025-05-12,0.3396867734775707
2025-05-13,1.1876262179431356
2025-05-14,0.3380920594097088
2025-05-15,0.7869167460429024
2025-05-16,1.76404783881259
2025-05-19,1.3037015261324711
2025-05-20,0.4361098481974806
2025-05-21,-1.5271632653494287
2025-05-22,2.83741133942101
2025-05-23,2.0397010256566026
2025-05-27,2.4976675035613285
2025-05-28,-1.1397578155860253
2025-05-29,-1.6489436875994097
2025-05-30,0.15238759158928938
2025-06-02,1.3686392122045636
2025-06-03,1.002624692862048
2025-06-04,1.0788591269318761
2025-06-05,-1.2449326654089448
2025-06-06,1.9704742018839965
2025-06-09,0.0383984774988207
2025-06-10,0.4177391225260066
2025-06-11,-0.3683210756008088
2025-06-12,0.15450220872327652
2025-06-13,-0.11401393714975946
2025-06-16,1.3069140621197781
2025-06-17,-0.34444354334363037
2025-06-18,0.4593416116219579
2025-06-20,-0.9379226518975278
2025-06-23,0.4095406145930365
2025-06-24,2.2452078432709395
2025-06-25,-1.0200864557181535
2025-06-26,3.230575535079505
2025-06-27,-0.5056870004493775
2025-06-30,0.7075947838230743
2025-07-01,0.5012316598079822
2025-07-02,2.108192451522314
2025-07-03,1.2579191713540114
2025-07-07,-0.1936594449544553
2025-07-08,0.41372757805763044
2025-07-09,0.16817716565037116
2025-07-10,0.5554744437576172
2025-07-11,-0.22213639769808374
2025-07-14,1.3038366646942126
2025-07-15,-1.1473177997424766
2025-07-16,1.13480672319104
2025-07-17,1.9564959414612055
2025-07-18,-0.5591080466193232
2025-07-21,-1.1401204544998205
2025-07-22,0.7740199224278458
2025-07-23,1.1996026433399967
2025-07-24,-0.7223760714034874
2025-07-25,0.31282420466566796
2025-07-28,-0.7454824988006435
2025-07-29,-1.517845829616909
2025-07-30,-0.4243298842066971
2025-07-31,-0.6512040087888729
2025-08-01,-0.44333593734047666
2025-08-04,1.531111557035235
2025-08-05,-0.14794739716669425
2025-08-06,-0.03828159260667775
2025-08-07,-0.6306658249315396
2025-08-08,-0.5178931245207614
2025-08-11,0.1101806890209718
2025-08-12,2.582663373294636
2025-08-13,1.7881763098276058
2025-08-14,0.57054077715655
2025-08-15,0.2633187440322244
2025-08-18,0.49937403831887
2025-08-19,-1.5845603721761048
2025-08-20,-0.08554567533129853
2025-08-21,0.6949433590414807
2025-08-22,6.16875786878132
2025-08-25,-0.7818726169827368
2025-08-26,0.4858271445989288
2025-08-27,0.5062456413187033
2025-08-28,0.2575640844435092
2025-08-29,-0.3738267718307554
2025-09-02,2.295347235383828
2025-09-03,-0.3430436523585143
2025-09-04,1.617184557349164
2025-09-05,0.43277870620893866
2025-09-08,-0.5144611809462086
2025-09-09,3.247680803586203
2025-09-10,-0.5369133724804359
2025-09-11,7.13751855628324
2025-09-12,0.21558783476550045
2025-09-15,0.24863295642000818
2025-09-16,0.07749170512511344
2025-09-17,1.8001147217820133
2025-09-18,0.8665951841763412
2025-09-19,0.7111131656117509
2025-09-22,1.1045962772170002
2025-09-23,-0.273815543239625
2025-09-24,0.29579108632234674
2025-09-25,1.1112925066789185
2025-09-26,0.20546851061076277
2025-09-29,-0.5254902832719361
2025-09-30,0.12515894101135613
2025-10-01,1.4030992615237203
2025-10-02,1.2774399826398113
2025-10-03,1.8834284310339553
2025-10-06,0.4027796980476323
2025-10-07,-1.3357676932454852
2025-10-08,0.8457384897507487
2025-10-09,0.05816271787183245
2025-10-10,-4.52299735300916
2025-10-13,3.2037823931996
2025-10-14,3.517625622945799
2025-10-15,-0.37815187388163246
2025-10-16,-3.253926158362873
2025-10-17,0.3165574918655141
2025-10-20,1.801504648209243
2025-10-21,-1.0601548152999403
2025-10-22,-1.046397277342
2025-10-23,0.34075974832625155
2025-10-24,1.1052423226264323
2025-10-27,0.018517234748341056
2025-10-28,0.2883062082462488
2025-10-29,-0.5918063725367867
2025-10-30,-0.22226404916032347
2025-10-31,0.7051248311323016
2025-11-03,-1.0781121662509459
2025-11-04,-0.4476039494169044
2025-11-05,1.5842927904672897
2025-11-06,-2.6716994243619347
2025-11-07,2.693552994074726
2025-11-10,0.1826088661204638
2025-11-11,0.14954466550319923
2025-11-12,-0.08276420215388319
2025-11-13,-2.449187799529634
2025-11-14,2.2427916184743464
2025-11-17,-1.6281736651984278
2025-11-18,1.3442965783316916
2025-11-19,-0.1887687163364683
2025-11-20,-5.134170653001653
2025-11-21,1.460086685308703
2025-11-24,2.4225241512466353
2025-11-25,1.4612355679912554
2025-11-26,0.6841655962451582
2025-11-28,1.0920062416302616
2025-12-01,0.023470798181109916
2025-12-02,-0.2462655735389645
2025-12-03,1.6696325076467713
2025-12-04,2.3958398793846922
2025-12-05,-0.10927465895756124
2025-12-08,0.40380733575908284
2025-12-09,0.899126077810802
2025-12-10,0.8019857159854652
2025-12-11,1.434348592430315
2025-12-12,-1.7184004562433546
2025-12-15,-1.7746322316561358
2025-12-16,0.34110619274776655
2025-12-17,-1.6659904922763515
2025-12-18,-0.20720809259054448
2025-12-19,1.5541514911533625
2025-12-22,3.1349992033257044
2025-12-23,-0.18898668284525103
2025-12-24,0.13585704742155133
2025-12-26,-0.6687828487100322
2025-12-29,0.23085343768891559
2025-12-30,-0.3750475379490031
2025-12-31,-0.46030470068265816
