date,ticker,entry,exit,reason,pnl_pct,ent_ns,ex_ns
2026-02-09,NXST,231.0,238.0967,TP,3.072,1.77064752e+18,1.77064752e+18
2026-02-09,LUNR,18.09,18.5163,TP,2.356,1.77064752e+18,1.77064752e+18
2026-02-09,USAS,7.35,7.5291,TP,2.436,1.77064752e+18,1.77064752e+18
2026-02-09,VAL,74.11,75.8232,TP,2.312,1.77064752e+18,1.77064758e+18
2026-02-09,ORCL,148.49,151.1652,TP,1.802,1.77064752e+18,1.77064758e+18
2026-02-09,RBLX,68.76,69.9811,TP,1.776,1.77064758e+18,1.77064758e+18
2026-02-09,RUM,6.0,6.1207,TP,2.012,1.77064758e+18,1.77064764e+18
2026-02-09,STM,32.0,32.3103,TP,0.97,1.77064764e+18,1.77064764e+18
2026-02-09,HAFN,6.45,6.4942,TP,0.685,1.77064764e+18,1.77064764e+18
2026-02-09,APP,421.34,430.8688,TP,2.262,1.77064764e+18,1.77064764e+18
2026-02-09,LMRI,11.72,11.9594,TP,2.043,1.77064758e+18,1.7706477e+18
2026-02-09,PAAS,57.0,57.8281,TP,1.453,1.7706477e+18,1.7706483e+18
2026-02-09,KR,71.25,72.6793,TP,2.006,1.77064764e+18,1.77064896e+18
2026-02-09,BOBS,17.37,17.7243,TP,2.04,1.77064896e+18,1.77064896e+18
2026-02-09,SVM,10.745,11.0445,TP,2.788,1.7706483e+18,1.7706513e+18
2026-02-09,HL,23.36,24.0642,TP,3.014,1.77064896e+18,1.77066954e+18
2026-02-10,SPOT,462.78,475.6022,TP,2.771,1.77073392e+18,1.77073392e+18
2026-02-10,NKTR,47.15,48.5047,TP,2.873,1.77073392e+18,1.77073392e+18
2026-02-10,OSCR,13.5,13.8349,TP,2.481,1.77073392e+18,1.77073392e+18
2026-02-10,MAR,349.91,356.8538,TP,1.984,1.77073392e+18,1.77073398e+18
2026-02-10,PHG,32.0,32.3311,TP,1.035,1.77073392e+18,1.77073398e+18
2026-02-10,UCTT,54.1,55.2618,TP,2.148,1.77073398e+18,1.77073398e+18
2026-02-10,SHOP,122.69,124.5694,TP,1.532,1.77073398e+18,1.77073398e+18
2026-02-10,MAS,77.185,78.415,TP,1.594,1.77073398e+18,1.7707341e+18
2026-02-10,VSTS,8.99,9.2565,TP,2.965,1.77073398e+18,1.7707341e+18
2026-02-10,UNF,232.4,237.7923,TP,2.32,1.7707341e+18,1.77073746e+18
2026-02-10,DDOG,124.175,128.6828,TP,3.63,1.77073746e+18,1.77073746e+18
2026-02-10,BLKB,51.5,49.3784,SL,-4.12,1.77073746e+18,1.77073854e+18
2026-02-10,SONY,23.03,22.825,EOD,-0.89,1.7707341e+18,1.7707569e+18
2026-02-10,PSNL,8.53,8.655,EOD,1.465,1.77073854e+18,1.7707569e+18
2026-02-10,SNAP,5.365,5.225,EOD,-2.61,1.7707569e+18,1.7707569e+18
2026-02-11,AXTI,25.76,26.7051,TP,3.669,1.77082032e+18,1.77082032e+18
2026-02-11,SOLS,67.58,69.9656,TP,3.53,1.77082032e+18,1.77082032e+18
2026-02-11,KRNT,15.52,16.0704,TP,3.546,1.77082032e+18,1.77082032e+18
2026-02-11,AEHR,31.805,32.873,TP,3.358,1.77082032e+18,1.77082032e+18
2026-02-11,SNDK,578.5,593.7022,TP,2.628,1.77082032e+18,1.77082032e+18
